created_at,id,full_text,entities,is_quote_status,retweet_count,favorite_count,possibly_sensitive,keyword,location,hashtags_count,city,province,country,sentiment
Wed Dec 23 15:18:52 +0000 2020,1.34e+18,A neighbour of mine got the vaccine 2 days ago. She gets shot no2 in 3 weeks. I'll Let you know if she had any adverse reactions. She works for the council in Scotland. She got the mRN3 Pfizer vax,[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:18:32 +0000 2020,1.34e+18,"Update 164: COVID-19 pandemic in Alberta (Dec. 22, 4:45 p.m.). Alberta has received a second shipment of Pfizer vaccine. As well, public health guidelines have been adjusted for single people over the holidays and for massage therapy services:  #COVID19AB",['COVID19AB'],FALSE,0.0,0.0,FALSE,pfizer,"Alberta, Canada",1.0,,AB,Canada,neu
Wed Dec 23 15:18:28 +0000 2020,1.34e+18,Coronavirus live updates: Trump asks Congress to amend COVID-19 bill,[],FALSE,1.0,1.0,FALSE,pfizer,"Pittsburgh, PA",0.0,Pittsburgh,PA,United States,neu
Wed Dec 23 15:18:24 +0000 2020,1.34e+18,"I’ve had my Pfizer COVID-19 vaccine, and here’s why my pharmacist colleagues should too.
 Community pharmacist and pharmacy teacher Chaohui Wang was anxious about having her vaccine, but here’s why she feels reassured by the science supporting it.",[],FALSE,0.0,0.0,,pfizer,Tallahassee,0.0,Tallahassee,,United States,neu
Wed Dec 23 15:18:23 +0000 2020,1.34e+18," WHAT'S THE USE OF THE DOH ANNOUNCEMENT WHEN ""ALL IS A FAR GONE CONCLUSION"". ADDING UP/CREATING MORE ANXIETIES, FEAR AND ""Z"" FEELINGS AMONGST THE FILIPINOS: NO PFIZER VACCINES!!",[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neg
Wed Dec 23 15:18:20 +0000 2020,1.34e+18,"Pfizer gives a booster shot to US govt with 100 mln more doses (PFE)           
 $PFE",[],FALSE,0.0,0.0,FALSE,pfizer,Chicago,0.0,Chicago,IL,United States,neu
Wed Dec 23 15:18:11 +0000 2020,1.34e+18,"Kent County EMS and Commissioner Terry Pepper, chair of public safety committee, received their first vaccine from #Pfizer this morning. #CovidVaccine #netDE ","['Pfizer', 'CovidVaccine', 'netDE']",FALSE,0.0,1.0,FALSE,pfizer,"Dover, DE",3.0,Dover,DE,United States,neu
Wed Dec 23 15:18:10 +0000 2020,1.34e+18,Maybe Pelosi can give them to Pakistan.             US buys 100M more COVID vaccine doses from Pfizer  #FoxBusiness,['FoxBusiness'],FALSE,0.0,0.0,FALSE,pfizer,"MA, United States",1.0,,MA,United States,neu
Wed Dec 23 15:18:02 +0000 2020,1.34e+18,Hancock: Pfizer vaccine is now being rolled out in care homes.  #Covid19UK,['Covid19UK'],FALSE,0.0,0.0,,pfizer,London,1.0,London,,United Kingdom,neu
Wed Dec 23 15:17:58 +0000 2020,1.34e+18," Come on... he’s written an article not better than saying “id suggest doing it faster”.

His suggestion of single dosing Pfizer has already been doing the rounds, and he caveats “I don’t have the info the gov does”.
And changing NHS priority guidelines now could delay? ",[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:17:56 +0000 2020,1.34e+18,Report: Pfizer close to deal with Trump administration to provide more COVID-19 vaccine doses  via  The first deal a big ' Nyet' from Mr. Art of the deal . Soooo here we are.,[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:17:40 +0000 2020,1.34e+18,The government placed the order this month. Officials expect it to be completely fulfilled by summer 2021.,[],FALSE,1.0,1.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:17:35 +0000 2020,1.34e+18,Trump Administration Announces Purchase Of 100 Million Additional Doses Of Pfizer Coronavirus Vaccine  via,[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:17:35 +0000 2020,1.34e+18,Also note the Pfizer study showed that only 4/10th of one percent got #COVID19 suggesting that PCR tests are creating mass hysteria.,['COVID19'],FALSE,1.0,2.0,,pfizer,"Scottsdale, AZ",1.0,Scottsdale,AZ,United States,neu
Wed Dec 23 15:17:33 +0000 2020,1.34e+18,US close on deal with Pfizer for millions more vaccine doses  ,[],FALSE,0.0,0.0,FALSE,pfizer,"New Jersey, United States",0.0,New Jersey,,United States,neu
Wed Dec 23 15:17:28 +0000 2020,1.34e+18,"How many of the promised 250,000 by end of December Pfizer doses have been delivered?",[],FALSE,0.0,0.0,,pfizer,Ottawa,0.0,Ottawa,ON,Canada,neu
Wed Dec 23 15:17:15 +0000 2020,1.34e+18,"Pfizer vaccine R&amp;D $ came from Germany not United States. Pfizer's partner, BioNTech SE received installments starting @ $445 million. This is what can be achieved when Govt. works to incentivize solutions to problems that might not be profitable for private sector - also called Socialism",[],FALSE,0.0,2.0,,pfizer,"Monroe, GA",0.0,Monroe,GA,United States,neu
Wed Dec 23 15:17:15 +0000 2020,1.34e+18,"So $10 times 66,000,000 is around half a billion £ of our taxes flushed down the toilet. Any tory cabinet ministers holding Pfizer shares, I wonder?
#CorruptTories #IncompetentTories","['CorruptTories', 'IncompetentTories']",FALSE,0.0,2.0,,pfizer,DogBasket,2.0,,,,neg
Wed Dec 23 15:17:11 +0000 2020,1.34e+18, I liked it because it's a lot harder to spread conspiracy theories about Pfizer when she's your aunt.,[],FALSE,0.0,2.0,,pfizer,"Denver, CO",0.0,Denver,CO,United States,neu
Wed Dec 23 15:17:00 +0000 2020,1.34e+18,"The new deal effectively doubles the federal government's order from   The company is to deliver 70 million doses by June 30 and complete the rest of the order by the end of July, according to  #coronavirus #vaccine","['coronavirus', 'vaccine']",FALSE,1.0,1.0,FALSE,pfizer,"Tampa, FL",2.0,Tampa,FL,United States,neu
Wed Dec 23 15:16:35 +0000 2020,1.34e+18,  The Pfizer vaccine actually doesn't work like that since its an mRNA vaccine,[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:16:34 +0000 2020,1.34e+18,"Pfizer, BioNTech to supply the US with 100 million additional coronavirus vaccine doses",[],FALSE,1.0,2.0,TRUE,pfizer,"Gujarat, India",0.0,Gujarat,,India,neu
Wed Dec 23 15:16:30 +0000 2020,1.34e+18,COVID-19 go away!! Thank you #OchsnerHealth for allowing me to be a part of the solution. #covidvaccine2020✔️ #covid_19 #nottodaycoronavirus #pfizer @ Ochsner Medical Center,"['OchsnerHealth', 'covidvaccine2020', 'covid_19', 'nottodaycoronavirus', 'pfizer']",FALSE,0.0,0.0,FALSE,pfizer,"New Orleans, LA",5.0,New Orleans,LA,United States,pos
Wed Dec 23 15:16:24 +0000 2020,1.34e+18,"    ""that doesn't mean""

Fear, uncertainty and doubt.

No other virus has been shown to replicate in, and shed from, successfully vaccinated persons.   

No, Pfizer didn't study it. Wasn't asked to.",[],FALSE,0.0,0.0,,pfizer,Linden NJ,0.0,Linden,NJ,United States,neu
Wed Dec 23 15:16:23 +0000 2020,1.34e+18,The U.S. government is close to a deal to acquire tens of millions of additional doses of Pfizer’s vaccine in exchange for helping the pharmaceutical giant gain better access to manufacturing supplies. ,[],FALSE,2.0,8.0,FALSE,pfizer,"NY, NY",0.0,New York,NY,United States,neu
Wed Dec 23 15:16:22 +0000 2020,1.34e+18," Yeah - and the Orange Menace refused to purchase enough. Pfizer offered more. He said ‘no’. 
Why? He and his friends are invested in Maderna.
Who cares about lives lost in the meantime.
#deadliestpresidentever
#AmericasDisgrace","['deadliestpresidentever', 'AmericasDisgrace']",FALSE,0.0,0.0,,pfizer,,2.0,,,,neg
Wed Dec 23 15:16:20 +0000 2020,1.34e+18,"Name: BNT162b2
Manufacturer: Pfizer, Inc., and BioNTech
Type of vaccine: mRNA
Number of shots: 2 shots, 21 days apart
How given: Shot in the muscle of the upper arm",[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:16:20 +0000 2020,1.34e+18,Pfizer and BioNTech will supply the U.S. with an additional 100 million doses of the COVID-19 vaccine under a new agreement.  via,[],FALSE,0.0,1.0,FALSE,pfizer,"Corvallis, OR",0.0,Corvallis,OR,United States,neu
Wed Dec 23 15:16:17 +0000 2020,1.34e+18,Dubai to begin inoculations with Pfizer-BioNTech vaccine from today - World -  ,[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:15:59 +0000 2020,1.34e+18,"The trump administration had nothing to do with it. Pfizer is a German company, the vaccine was developed by 2 Turkish scientists working with Pfizer/Biotech! Facts MATTER! You didn’t do shit! #crybabyTrump #Loser","['crybabyTrump', 'Loser']",FALSE,0.0,0.0,,pfizer,,2.0,,,,neg
Wed Dec 23 15:15:56 +0000 2020,1.34e+18,Woohoo! 👏🏻 #ThisIsOurShot to eventually end #COVID19,"['ThisIsOurShot', 'COVID19']",FALSE,0.0,0.0,,pfizer,,2.0,,,,pos
Wed Dec 23 15:15:53 +0000 2020,1.34e+18,"Pfizer to supply US with additional 100M vaccines doses  

#WallSt",['WallSt'],FALSE,1.0,1.0,FALSE,pfizer,,1.0,,,,neu
Wed Dec 23 15:15:43 +0000 2020,1.34e+18,"  It's hardly conspiratorial these days. These companies have controversies, it's not unknown or hidden. Pfizer at one stage had the biggest lawsuit in corporate history.",[],FALSE,0.0,0.0,,pfizer,Buckingham and London.,0.0,London,,United Kingdom,neg
Wed Dec 23 15:15:43 +0000 2020,1.34e+18,"""A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins."" (source: Wikipedia), the beauty of the vaccine by Pfizer is (5/n)",[],FALSE,0.0,1.0,,pfizer,he/him,0.0,,,,neu
Wed Dec 23 15:15:42 +0000 2020,1.34e+18,"our immune system will effectively protect us. Now keeping the vaccine in mind developed by Pfizer, so typically when you google search what does vaccine contain the very first thing you'll see is (4/n)",[],FALSE,0.0,1.0,,pfizer,he/him,0.0,,,,neu
Wed Dec 23 15:15:41 +0000 2020,1.34e+18,"I as a person have no experience or a degree in biotech or any of the sciences that one might specialize in to make a vaccine, but I have read about the Pfizer vaccine and it's quite unique would like to share about it. I am pretty sure this thread has already been done (1/n)",[],FALSE,0.0,2.0,,pfizer,he/him,0.0,,,,neu
Wed Dec 23 15:15:40 +0000 2020,1.34e+18,US government agrees to buy 100m extra doses of Pfizer vaccine,[],FALSE,4.0,25.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:15:36 +0000 2020,1.34e+18,U.S. Reaches Deal With Pfizer For 100 Million More Vaccine Doses,[],FALSE,0.0,1.0,FALSE,pfizer,Delta College,0.0,,,,neu
Wed Dec 23 15:15:26 +0000 2020,1.34e+18," We need to ramp up the last mile though. Despite a head start with Pfizer we are far behind the US, proportionately, in vaccination rate.
Almost no LTC residents to date, only HCW.",[],FALSE,1.0,0.0,,pfizer,"Fort Frances, Ontario, Canada",0.0,Fort Frances,ON,Canada,neu
Wed Dec 23 15:15:08 +0000 2020,1.34e+18,The U.S. government is negotiating with Pfizer to acquire tens of millions of additional vaccine doses in exchange for helping the pharmaceutical giant gain better access to manufacturing supplies.​ ,[],FALSE,1.0,0.0,FALSE,pfizer,Atlanta,0.0,Atlanta,GA,United States,neu
Wed Dec 23 15:15:08 +0000 2020,1.34e+18,"If the government has the option of buying 400 million more doses of Pfizer,why aren’t they doing it now?",[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:15:07 +0000 2020,1.34e+18,"Despite initial concerns from #ruralhealth providers, Wisconsin state officials remain optimistic that Pfizer’s first batch of #COVID19 vaccines will be easily distributed. Via","['ruralhealth', 'COVID19']",FALSE,2.0,2.0,FALSE,pfizer,"College Station, TX",2.0,College Station,TX,United States,neu
Wed Dec 23 15:15:06 +0000 2020,1.34e+18,Pfizer to supply U.S. with additional 100M doses of vaccine,[],FALSE,2.0,13.0,FALSE,pfizer,"Atlanta, GA",0.0,Atlanta,GA,United States,neu
Wed Dec 23 15:15:00 +0000 2020,1.34e+18,U.S. to get 100 million more doses of Pfizer COVID vaccine,[],FALSE,0.0,0.0,FALSE,pfizer,North IA/southern MN,0.0,,IA,United States,neu
Wed Dec 23 15:15:00 +0000 2020,1.34e+18,Pfizer and BioNTech will supply the U.S. with an additional 100 million doses of the COVID-19 vaccine under a new agreement.,[],FALSE,0.0,2.0,FALSE,pfizer,"Lafayette, LA",0.0,Lafayette,CA,United States,neu
Wed Dec 23 15:14:53 +0000 2020,1.34e+18,Gov't agrees to buy additional 100 million doses of Pfizer Covid-19 vaccine These Fuckwads don’t know how many people are in America needing a vaccine.,[],FALSE,0.0,0.0,FALSE,pfizer,"VA,US/SP,EU",0.0,,,,neg
Wed Dec 23 15:14:44 +0000 2020,1.34e+18,Pfizer to supply US with additional 100M doses of vaccine  via,[],FALSE,0.0,0.0,FALSE,pfizer,"Madison, WI",0.0,Madison,WI,United States,neu
Wed Dec 23 15:14:41 +0000 2020,1.34e+18,"To be fair, Pfizer is a global company and the US secured access to 100 millions doses (for 50 million people) and we passed on securing another 100 million doses although in today's news it looks like the US is securing another 100 million doses from Pfizer",[],FALSE,0.0,1.0,,pfizer,wave funktion,0.0,,,,neu
Wed Dec 23 15:14:16 +0000 2020,1.34e+18,"Why hand models are important people, too #Pfizer #COVID19 #vaccine","['Pfizer', 'COVID19', 'vaccine']",FALSE,0.0,1.0,FALSE,pfizer,,3.0,,,,neu
Wed Dec 23 15:14:14 +0000 2020,1.34e+18,"Pfizer Rolls Out COVID-19 Vaporizer Cartridge; 'Vape Vaccine' Is Made in China: Here is the Truth

#pfizer #vaccine","['pfizer', 'vaccine']",FALSE,0.0,0.0,FALSE,pfizer,Asia Pacific,2.0,,,,neu
Wed Dec 23 15:14:03 +0000 2020,1.34e+18,"In August, UMass Medical School announced it was seeking volunteers to test the #COVID19 vaccine created by   
Health care workers in the U.S. started receiving the vaccine last week. #WhyUMassMed2020 #UMassImpact2020","['COVID19', 'WhyUMassMed2020', 'UMassImpact2020']",FALSE,1.0,4.0,FALSE,pfizer,"Worcester, MA",3.0,Worcester,MA,United States,neu
Wed Dec 23 15:14:00 +0000 2020,1.34e+18,"White House unveils massive COVID vax buy, predicts when all will be vaccinated
",[],FALSE,0.0,0.0,FALSE,pfizer,FL,0.0,,FL,United States,neu
Wed Dec 23 15:13:58 +0000 2020,1.34e+18,"Coronavirus live updates: US secures 100M more Pfizer, BioNTech vaccine doses - ABC News",[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:13:33 +0000 2020,1.34e+18,Is Dubai's Pfizer Covid vaccine mandatory for all residents?  ,[],FALSE,1.0,5.0,FALSE,pfizer,United Arab Emirates,0.0,,,United Arab Emirates,neu
Wed Dec 23 15:13:29 +0000 2020,1.34e+18," Oh, yes!..  a new Mr. Scrooge transformed by the vaccinating mission into a better person who changed his ways to become more friendly and less miserly
",[],FALSE,1.0,1.0,FALSE,pfizer,Gijon. Spain,0.0,,,Spain,neu
Wed Dec 23 15:13:20 +0000 2020,1.34e+18,"Pfizer did not accept funding for R&amp;D, but I can assure you they were working their a**es off to get the 1.95bil that was promised to them in march. They got that money the second they came out w the vaccine",[],FALSE,0.0,0.0,,pfizer,"Manhattan, NY",0.0,Manhattan,NY,United States,neu
Wed Dec 23 15:13:04 +0000 2020,1.34e+18,"""Don't worry about what's in the vaccine if you did this gross thing.""

This isn't the only story to break about allergic reactions due to Pfizer's vaccine. Tell me again why I was wrong to be skeptical about the COVID-19 vaccine? And I'm not anti-vax by any means.",[],TRUE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:13:02 +0000 2020,1.34e+18,"Pfizer, U.S. said to be near large new deal for vaccine doses  ",[],FALSE,0.0,0.0,FALSE,pfizer,"Topeka, KS; Eagan, MN",0.0,Topeka,KS,United States,neu
Wed Dec 23 15:13:00 +0000 2020,1.34e+18, Pfizer raising de dead and curing the living😂,[],FALSE,0.0,0.0,,pfizer,Ikeja Lagos,0.0,Ikeja Lagos,,,neu
Wed Dec 23 15:12:57 +0000 2020,1.34e+18,COVID news  Pfizer FDA emergency use authorization for vaccine  travel  ,[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:12:54 +0000 2020,1.34e+18,Trump Administration purchases additional 100 million doses of COVID-19 investigational vaccine from Pfizer  #USGovernment #News #FEMA #DoED #DOL #BLS #OCC #State #DOI #DOC #DOJ #USDA #FBI #Treasury #DHS #VA #HHS Please Retweet,"['USGovernment', 'News', 'FEMA', 'DoED', 'DOL', 'BLS', 'OCC', 'State', 'DOI', 'DOC', 'DOJ', 'USDA', 'FBI', 'Treasury', 'DHS', 'VA', 'HHS']",FALSE,0.0,0.0,FALSE,pfizer,"NaN, DC",17.0,,DC,United States,neu
Wed Dec 23 15:12:50 +0000 2020,1.34e+18,"Wednesday - Trump, Veto, Stimulus Bill, Twitter, Followers, Pfizer, XRP, Cryptocurrency, Bitcoin, COVID19, Antarctica, France, Gunman, Trump Pardons, Fauci, Science, History
#breakingnews #comedynews #meme #stimulus #veto #twitter #followers #pfizer #xrp","['breakingnews', 'comedynews', 'meme', 'stimulus', 'veto', 'twitter', 'followers', 'pfizer', 'xrp']",FALSE,0.0,1.0,FALSE,pfizer,Everywhere you want to be,9.0,,,,neu
Wed Dec 23 15:12:29 +0000 2020,1.34e+18,Gov't agrees to buy additional 100 million doses of Pfizer Covid-19 vaccine I hate to be a naysayer but big fuckin deal.,[],FALSE,0.0,0.0,FALSE,pfizer,"VA,US/SP,EU",0.0,,,,neg
Wed Dec 23 15:12:28 +0000 2020,1.34e+18,"  NO dear.. the vaccine probably saved his life and it was produced totally independently of #WarpSpeed by Pfizer.
#FactsMatter   Trumpers should try some!","['WarpSpeed', 'FactsMatter']",FALSE,0.0,0.0,,pfizer,"I block MAGAt's, bots +trolls.",2.0,,,,neu
Wed Dec 23 15:12:27 +0000 2020,1.34e+18,"Eclipsed by Pfizer-BioNTech vaccine supply deal, Merck also announced deal w US this AM for *drug* to treat severe #Covid19. $356m for 60k-100k doses by end of June. Showed in trial 60% higher prob of improvement &amp; risk of death/resp failure reduced 50%+:",['Covid19'],FALSE,5.0,30.0,FALSE,pfizer,NY,1.0,New York,NY,United States,neu
Wed Dec 23 15:12:22 +0000 2020,1.34e+18,#Pfizer to supply US with additional 100M vaccines doses,['Pfizer'],FALSE,0.0,0.0,FALSE,pfizer,,1.0,,,,neu
Wed Dec 23 15:12:19 +0000 2020,1.34e+18,New  Coronavirus Alert:  Information about the Pfizer-BioNTech COVID-19 Vaccine,[],FALSE,0.0,0.0,FALSE,pfizer,"Atlanta, GA",0.0,Atlanta,GA,United States,neu
Wed Dec 23 15:12:18 +0000 2020,1.34e+18,Information about the Pfizer-BioNTech COVID-19 VaccineThis shit is real.,[],FALSE,0.0,0.0,,pfizer,"San Jose, CA",0.0,San Jose,CA,United States,neu
Wed Dec 23 15:12:16 +0000 2020,1.34e+18,Update from the  Information about the Pfizer-BioNTech COVID-19 Vaccine -,[],FALSE,0.0,0.0,FALSE,pfizer,"Philadelphia, PA",0.0,Philadelphia,PA,United States,neu
Wed Dec 23 15:12:05 +0000 2020,1.34e+18,Pfizer and BioNTech will supply the U.S. with an additional 100 million doses of their COVID-19 vaccine under a second agreement.,[],FALSE,3.0,6.0,FALSE,pfizer,"St. Petersburg, FL",0.0,St. Petersburg,FL,United States,neu
Wed Dec 23 15:11:52 +0000 2020,1.34e+18,"   The research was done by private companies, Pfizer.  They only get funding for distribution.",[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:11:51 +0000 2020,1.34e+18,[Gulf News]First recipients of Pfizer-Biontech vaccine in Dubai share experience--#PakistanNews #News #Pakistani -  ,"['PakistanNews', 'News', 'Pakistani']",FALSE,0.0,0.0,FALSE,pfizer,,3.0,,,,neu
Wed Dec 23 15:11:31 +0000 2020,1.34e+18,Everything you know about Pfizer and BioNTech is wrong.,[],FALSE,0.0,0.0,,pfizer,,0.0,,,,neg
Wed Dec 23 15:11:27 +0000 2020,1.34e+18,Why does Pfizer headquarters look like a Ford dealership? ,[],TRUE,0.0,14.0,FALSE,pfizer,PA/NJ ,0.0,,PA,United States,neu
Wed Dec 23 15:11:17 +0000 2020,1.34e+18,"Trump shamed into making this happen, but that is enough for only 50 million more people",[],FALSE,2.0,3.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:11:10 +0000 2020,1.34e+18,"Fact: January 20th he is no longer President.
Fact: FL doesn't want him.
Fact: NY doesn't want him.
Fact: fox news doesn't want him.
Fact: Melania doesn't want him.
And warp spped had nothing to do with how fast Pfizer developed the vaccine.",[],FALSE,0.0,2.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:11:08 +0000 2020,1.34e+18,New Post!!! Follow the link provided  Pfizer Agrees To Supply 100 Million More COVID Vaccines To US,[],FALSE,0.0,0.0,FALSE,pfizer,Federal Capital Territory,0.0,,,,neu
Wed Dec 23 15:11:06 +0000 2020,1.34e+18,Information about the Pfizer-BioNTech COVID-19 Vaccine  by,[],FALSE,0.0,0.0,FALSE,pfizer,United States,0.0,,,United States,neu
Wed Dec 23 15:11:03 +0000 2020,1.34e+18,Pfizer and BioNTech To Supply U.S. With Additional 100 Million Doses of Vaccine,[],FALSE,0.0,0.0,FALSE,pfizer,Planet Earth,0.0,,,,neu
Wed Dec 23 15:11:03 +0000 2020,1.34e+18,"BREAKING | Pfizer and BioNTech making more doses of the COVID-19 vaccine. 😷

Will you be vaccinated? #Poll",['Poll'],FALSE,2.0,3.0,,pfizer,,1.0,,,,neu
Wed Dec 23 15:10:58 +0000 2020,1.34e+18,So now they’re saying they’ll have enough by June/July it was March then April.. so typical  ,[],FALSE,0.0,0.0,FALSE,pfizer,Delphos|Cincy|NOLA|Lansing ,0.0,,,,neu
Wed Dec 23 15:10:56 +0000 2020,1.34e+18,"VAPHS in the news: Veterans are the first Pittsburgh-area nursing home residents to receive Pfizer's COVID-19 vaccine. 
#COVIDVaccine #PfizerCovidVaccine","['COVIDVaccine', 'PfizerCovidVaccine']",FALSE,2.0,3.0,FALSE,pfizer,"Pittsburgh, PA ",2.0,Pittsburgh,PA ,United States,neu
Wed Dec 23 15:10:53 +0000 2020,1.34e+18,"Pfizer, BioNTech Ink $1.95B Covid-19 Vaccine Supply Deal With US  $PFE $BNTX #stocks #markets #trading","['stocks', 'markets', 'trading']",FALSE,1.0,2.0,FALSE,pfizer,,3.0,,,,neu
Wed Dec 23 15:10:43 +0000 2020,1.34e+18,  Thank you. There was discussion of plans to take the Pfizer vaccine to the elderly housebound in a controlled manner. Have these plans now been dropped entirely?,[],FALSE,0.0,0.0,,pfizer,"London, England",0.0,London,,United Kingdom,neu
Wed Dec 23 15:10:23 +0000 2020,1.34e+18, Pfizer to my knowledge. I’m sure the other one is being distributed at another facility somewhere here in KY,[],FALSE,0.0,1.0,,pfizer,,0.0,,,,neu
Wed Dec 23 15:10:20 +0000 2020,1.34e+18,"Feds to Purchase Additional 100 Million Doses of Pfizer's Covid-19 Vaccine, Enough to Vaccinate Every American by June",[],FALSE,0.0,13.0,FALSE,pfizer,"NY, NY",0.0,New York,NY,United States,neu
Wed Dec 23 15:10:16 +0000 2020,1.34e+18,"Pfizer, U.S. strike 100 million COVID-19 vaccine deal with 70 million due by June",[],FALSE,1.0,2.0,FALSE,pfizer,The Internet,0.0,,,,neu
Wed Dec 23 15:10:12 +0000 2020,1.34e+18,"  ”Taking the vaccine does not mean you will not get Covid. But for healthcare workers who are with patients all the time, it is reassuring to know you are protected. It will prevent complications like needing a ventilator, so that is a relief.” ",[],FALSE,0.0,0.0,FALSE,pfizer,,0.0,,,,neu
Wed Dec 23 15:10:01 +0000 2020,1.34e+18,A plane carrying the first round of  #coronavirus  vaccines for Mexico has landed at the capital's international airport ,['coronavirus'],TRUE,3.0,6.0,FALSE,pfizer,Mexico,1.0,,,Mexico,neu
Wed Dec 23 15:09:50 +0000 2020,1.34e+18,#United States 🇺🇸 U.S. buys another 100M doses of #Pfizer-#BioNTech #coronavirus vaccine - #COVID19,"['United States', 'Pfizer', 'BioNTech', 'coronavirus', 'COVID19']",FALSE,0.0,0.0,FALSE,pfizer,StocksLand 💶💵💷,5.0,,,,neu
Wed Dec 23 15:09:35 +0000 2020,1.34e+18,"New Coronavirus alert from the CDC: 
Information about the Pfizer-BioNTech COVID-19 Vaccine
December 21, 2020 at 08:00PM",[],FALSE,0.0,0.0,FALSE,pfizer,"Soledad, CA",0.0,Soledad,CA,United States,neu
Wed Dec 23 15:09:33 +0000 2020,1.34e+18,Feel very lucky to have received my first dose of the Pfizer-BioNTech vaccine at my trust yet but also feel infuriated on behalf of colleagues who have not yet got any hint of access to it. There should not be a postcode lottery for this.,[],FALSE,0.0,0.0,,pfizer,"London, England",0.0,London,,United Kingdom,neu
Wed Dec 23 15:09:23 +0000 2020,1.34e+18,"pfizer, an american company, is distributing vaccines worldwide before a large portion of of our own country has access to it.",[],FALSE,0.0,3.0,,pfizer,"Nashville, TN / Indy ",0.0,Nashville,TN,United States,neu
Wed Dec 23 15:09:20 +0000 2020,1.34e+18,"  What you have written would be a fair description of GSK, Pfizer Johnson &amp; Johnson and any of the large pharmaceutical companies. Obviously.",[],FALSE,0.0,9.0,,pfizer,Buckingham and London.,0.0,London,,United Kingdom,neu
Wed Dec 23 15:09:18 +0000 2020,1.34e+18,Gov't agrees to buy additional 100 million doses of Pfizer Covid-19 vaccine #timesdebunking #people #newyork #cnnpfizer #govt #pfizer,"['timesdebunking', 'people', 'newyork', 'cnnpfizer', 'govt', 'pfizer']",FALSE,0.0,0.0,FALSE,pfizer,,6.0,,,,neu
Wed Dec 23 15:09:10 +0000 2020,1.34e+18,   Oh no! So sorry to hear about your mom. Sending love and healing thoughts.,[],FALSE,0.0,4.0,,pfizer,"Ann Arbor, MI",0.0,Ann Arbor,MI,United States,pos
Wed Dec 23 15:09:05 +0000 2020,1.34e+18,"The first batch arrived on an #Emirates cargo flight from Brussels on Tuesday.
#Covid_19","['Emirates', 'Covid_19']",FALSE,0.0,0.0,FALSE,pfizer,"Beirut, Lebanon",2.0,,Beirut,Lebanon,neu
Wed Dec 23 15:09:02 +0000 2020,1.34e+18, It sounded sensible to me - but would the concern be that the ‘systems’ couldn’t cope with a mix of Pfizer and AZ first shots - especially with the cold chain required for Pfizer?,[],FALSE,0.0,0.0,,pfizer,"Bathampton, Bath, UK",0.0,Bathampton,Bath,United Kingdom,neu
Wed Dec 23 15:08:57 +0000 2020,1.34e+18,VIDEO Delta transports its first Pfizer COVID-19 vaccines on passenger flights :,[],FALSE,0.0,2.0,FALSE,pfizer,"Brno, Česká republika🇨🇿",0.0,,,,neu
Wed Dec 23 15:08:56 +0000 2020,1.34e+18,Dubai Rolls Out Pfizer-BioNTech Vaccination Campaign #image# #content# ,[],FALSE,0.0,0.0,FALSE,pfizer,Hyd,0.0,,,,neu
Wed Dec 23 15:08:47 +0000 2020,1.34e+18,"Good news on the approval!! As for the rest - We were expected to receive 250,000 Pfizer does by the end of this year. How we doin’ so far?   If this isn’t the back of the line, we can certainly see it from here.",[],TRUE,4.0,43.0,FALSE,pfizer,Ottawa,0.0,Ottawa,ON ,Canada,neu
Wed Dec 23 15:08:44 +0000 2020,1.34e+18,"Godrej Appliances plans to launch -70 degree Celsius freezer in January  
The ultra-low temperature freezers are crucial for storage of Pfizer’s messenger RNA vaccine against covid-19, which requires conditions of -70 degree Celsius... #frontpage_app",['frontpage_app'],FALSE,0.0,0.0,,pfizer,,1.0,,,,neu
Wed Dec 23 15:08:40 +0000 2020,1.34e+18,"Pfizer will supply the U.S. with 100 million additional doses of its COVID-19 vaccine by July next year, the drugmaker said on Wednesday.",[],FALSE,1.0,1.0,FALSE,pfizer,"Shreveport, LA",0.0,Shreveport,LA,United States,neu
